id,URL,tag,tag_cn,right_tag_cn,othername,describe,describe_cn
891,natsuiro_matsuri,natsuiro_matsuri,,,夏色まつり|祭絵|肌色まつり|まつりは絵っち,"A Virtual YouTuber and 1st batch member of hololive. She has blue or aqua eyes and short brown hair which she usually keeps in a side ponytail with a black hair ribbon and a cat hair ornament, bangs reaching between her eyes and an ahoge.Her default outfit (post #3310397) consists of a cropped halterneck pinstripe black camisole with spaghetti straps, a green neckwear neck ribbon, an orange short-sleeved off-shoulder cropped jacket a white pleated miniskirt with a side slit, a black pantyhose and white boots.She has another costume (post #4177250) consisting of a grey collared plaid shirt with a shoulder cutout and see-through puffy lace sleeves a black bowtie or neck ribbon, a black choker, a high-waist dark brown or black bow lace-trimmed miniskirt, grey lace socks and black shoes. Her hairstyle when wearing this costume consists of a crown braid and wavy twintails or twin drills held with black ribbons.Energetic and always smiling, Matsuri's sunny disposition often allows her perverted side to show brightly, and has resulted in an infamous penchant for dirty jokes.",一个虚拟的YouTuber和hololive的第一批成员。她有一双蓝色或浅绿色的眼睛和一头棕色的短发，通常扎在侧边的马尾上，配上一条黑色的发带和一个猫毛饰物，刘海插在眼睛和一个蝴蝶结之间，一件橙色短袖肩背心夹克，一件白色褶边迷你裙，一个侧缝，一条黑色连裤袜和一双白色靴子。她还有另一件服装（POST 4177250），由灰色的格子格子衬衫和肩剪组成，穿上蓬松的花边袖子，黑色领结或颈丝带，黑色的颈圈，高腰深棕色或黑色蝴蝶结蕾丝镶边迷你裙，灰色蕾丝袜和黑色鞋子。穿上这套服装时，她的发型由一个皇冠辫和波浪状的双辫或黑色丝带举行的双钻组成。精力充沛，总是面带微笑，松里阳光的性格经常让她变态的一面表现得明亮，并导致了臭名昭著的嗜好肮脏的笑话。
892,natsuki_subaru,natsuki_subaru,,,ナツキ・スバル,"The main character of re:zero Kara Hajimeru Isekai Seikatsu.He has the ability to return to a “checkpoint” after dying, though he has no control over exactly when and where the checkpoint is set.He loves Emilia.Versions of Subaru in alternate universes include:
Sloth (married to Rem with children Natsuki Rigel and Natsuki Spica
Pride (Chessmaster)
Wrath (Crime Lord)
Lust (Harem Protag)
Greed (working together with Echidna
Gluttony (Amnesia)",re的主角：zero Kara Hajimeru Isekai Seikatsu。他有能力在死后回到一个“检查站”，尽管他无法控制检查站设置的确切时间和地点。他爱Emilia。斯巴鲁在其他宇宙中的版本包括：
893,natsume_kyousuke,natsume_kyousuke,,,棗恭介,,
894,natsume_rin,natsume_rin,,,棗鈴,"Natsume Rin is the main heroine from Little Busters! and the younger sister of Natsume Kyousuke. Rin has long, brown hair, which has been tied in a ponytail, and brown eyes.",夏目漱石林是小巴斯特的女主角！夏目漱石的妹妹。林有棕色的长发，扎成马尾，棕色的眼睛。
895,nazrin,nazrin,,,ナズーリン,"The ""Little Dowser General"".Stage 1 mid-boss and boss, as well as Stage 5 mid-boss of Touhou's Undefined Fantastic Object.A mouse youkai who can seek lost objects with her dowsing rods, as well as the leader of a pack of mice. She is a direct subordinate of Toramaru Shou, although not (until later) a follower of Shou's master Hijiri Byakuren.Doujinji sometimes comically portray her being chased by Kaenbyou Rin and/or Chen on account of their species. She is also seen often using dowsing rods.",“小道士将军”。第一阶段的中老板和老板，以及第五阶段的头后不明奇幻之物的中老板。一只能用道士棒寻找失物的老鼠尤凯，还有一群老鼠的首领。她是寿大郎的直接下属，虽然（直到后来）还不是寿大郎的主人比亚库伦（Hijiri Byakuren）的追随者。豆金吉有时会滑稽地描绘她因为他们的种族而被Kaenyou Rin和/或Chen追赶。她也经常被看到使用定位杆。
896,nekomiya_hinata,nekomiya_hinata,,,猫宮ひなた|HinataCat|ルーブルひなた,"Nekomiya Hinata (猫宮 ひなた, ねこみや ひなた) is a virtual YouTuber who made her debut on Twitter, February 10, 2018. Initially independent, she now operates under the group ENTUM, along with Mirai Akari and several others. Her exceptional skill at first-person shooters quickly made her one of the top five most popular virtual YouTubers.","中田内宫(猫宮 ひなた, ねこみや ひなた) 她于2018年2月10日在Twitter上首次亮相，是一个虚拟的YouTuber。她最初是独立的，现在与Mirai Akari和其他几个人一起在ENTUM集团下运营。她在第一人称射击方面的非凡技能很快使她成为五大最受欢迎的虚拟青年人之一。"
897,nekomusume,nekomusume,,,ネコ娘|猫娘|ねこ娘|子ねこ娘|仔ねこ娘|こねこ娘,"Cat girl character from Gegege no Kitarou. Her name literally means ""cat girl"".",猫女角色从格格没有基塔罗。她的名字字面意思是“猫女”。
898,nekomusume_(gegege_no_kitarou_6),nekomusume_(gegege_no_kitarou_6),,,6期猫娘,"The version of Nekomusume from Gegege no Kitarou's 6th season, where she is noticeably taller and older than the previous design. The other biggest change is that her hair is now purple instead of red.",来自Gegege no Kitarou第六季的Nekomusume版本，在那里她明显比之前的设计更高更老。另一个最大的变化是她的头发现在变成紫色而不是红色。
899,nemoto_hina,nemoto_hina,,,根元陽菜|ネモクロ|ひなあか,"One of Kuroki Tomoko's classmates since her first year, and one of the first people ever to talk to her, Hina is one of the more popular kids in class. She is close friends with Okada Akane.Hina is secretly an otaku, and is a fan of slice of life shows. She wants to be a voice actress someday.",从一年级起，她就成了Kuroki Tomoko的同班同学之一，也是最早和她交谈的人之一，Hina是班上最受欢迎的孩子之一。她是冈田克也的密友，暗地里是御宅族，是生活类节目的粉丝。她想有一天当配音演员。
900,neo_politan,neo_politan,,,Neo_Politan|Neopolitan|ニオポリタン,"Villain from RWBY. The right-hand woman of Roman Torchwick, with whom she shares an obvious love of trolling. She fights with an umbrella, uses illusions solid enough to shatter like glass when struck, and doesn't speak aloud (but does have a voice actress).Neo has pink, brown, and white multicolored hair to match her namesake Neapolitan ice cream; her eyes can also change between pink, brown, and/or white in any combination (with or without heterochromia, and in different orders).At 4'9'' in high heels Neo is the shortest humanoid character in the series -- Yang is a full head taller.She once appeared in Volume 3, Chapter 1 in disguise, with all-black hair tied in twintails with white hair ribbons, green eyes (both; she blinks and her left and right eyes turn brown and pink respectively, revealing her identity to the viewers), and wearing a black sleeveless midriff-baring vest with a white collar, a black skirt, black mid-forearm-length gloves, and a white waist belt and white boots with black flat soles. In Volume 3, Chapter 7, she disguises herself as an ambulance driver with magenta/purple eyes, and again reveals herself by blinking her eyes to left-brown and right-pink.",鲁比的恶棍。罗马人罗马人火炬镇的得力助手，与她有着明显的共同爱好。她撑着伞打斗，用的幻觉足够坚固，当被击打时会像玻璃一样破碎，而且不会大声说话（但确实有一个女声演员）；她的眼睛也可以在粉色、棕色和/或白色之间任意组合（有或没有异色，顺序也不同）。穿着高跟鞋的Neo身高4英尺9英寸，是系列中最矮的人形角色——Yang比她高了一个满头。她曾出现在第三卷第一章伪装中，所有的黑发都用白色的发带扎成一对，绿眼睛（两个；她眨了眨眼，左右眼分别变成棕色和粉色，向观众展示了自己的身份），身穿黑色无袖中襟露背背心，白领，黑色短裙，黑色中前臂长手套，白色腰带，白色靴子，黑色平底。在第三卷第七章中，她用洋红色/紫色的眼睛伪装成一名救护车司机，并再次将眼睛眨成左棕色和右粉色。
901,nepgear,nepgear,,,ネプギア,"The CPU Candidate of Planeptune and sister to Neptune. Despite being 'born' later than Neptune, both her appearance and attitude are more mature (leading to some confusion at times). While she admires her sister and tends to spoil her, she also tries to be strict with her at times (especially when Neptune slacking off, unless she joins her in doing so).She is friends with the other CPU Candidates Uni (but Uni is a tsundere so she wouldn't admit that), Rom and Ram.In Choujigen Game Neptune MK2 she had the role of the main character, but by Kami Jigen Game Neptune V she got degraded to a side character and comic relief (which she laments a few times during the course of the story, frequently breaking the 4th wall in doing so). While she frets that she lacks any defining features or traits, she eventually begins to display a talent in electronics and robotics.Voiced by: Horie Yui (Japanese), Christine Marie Cabanos (English)",天王星的CPU候选者和海王星的姐妹。尽管比海王星“出生”得晚，但她的外表和态度都更成熟（有时会导致一些混乱）。虽然她很欣赏她的妹妹，而且喜欢宠坏她，但她也试着在某些时候对她严格要求（特别是当海王星松懈的时候，除非她和她一起松懈）。她和其他CPU候选人Uni是朋友（但Uni是一个tsundere，所以她不会承认这一点），在周吉根的游戏《海王星MK2》中，她扮演了主角，但在《海王星V》中，她被贬损为配角和喜剧浮雕（在故事过程中，她曾几次感叹，这样做经常打破第四道墙）。虽然她担心自己缺乏任何明确的特征或特点，但她最终开始展示自己在电子和机器人方面的天赋
902,neptune_(neptune_series),neptune_(neptune_series),,,ネプテューヌ,"The main character of Choujigen Game Neptune, and of most games thereafter in the Neptunia series.While depicted as a preteen girl without a single care in the world, Neptune is actually one of the four goddesses of Gamindustri, presiding over the Land of Purple Progress, Planeptune. After losing a fight with the other three goddesses in the world of Celestia, she is banished to the earth below, driving into the ground headfirst and losing her memories.Her regular appearance consists of a hoodie/hooded jacket with drawstrings that resemble usb controller plugs, blue-and-white striped thighhighs, and hair clips shaped like D-pads. Both her eyes and short, rather messy hair are purple.While many of the characters of the franchise tend to break the 4th wall on occasion, Neptune is the one who does so most frequently.Choujigen Game Neptune's characters are mainly personifications of game companies or game consoles, Neptune represents the long-canceled Sega Neptune.Voiced by: Tanaka Rie (Japanese), Melissa Fahn (English)",海王星是周吉根游戏《海王星》的主角，也是《海王星》系列中此后大多数游戏的主角。虽然海王星被描绘成一个在世界上没有任何照顾的未成年少女，但它实际上是伽门第的四位女神之一，掌管着紫色的进步之地《天王星》。在与塞莱斯蒂亚世界的其他三位女神的战斗中失败后，她被放逐到了地下，头朝下撞到了地上，失去了记忆。她通常的外表包括一件连帽衫/连帽衫和类似usb控制器插头的抽绳，蓝色和白色条纹的大腿，还有形状像D垫的发夹。她的眼睛和短而凌乱的头发都是紫色的。虽然很多剧组的角色有时会打破第四道墙，但海王星是最经常这样做的人。周继根游戏海王星的角色主要是游戏公司或游戏机的化身，海王星代表被取消了很久的世嘉海王星。配音：田中丽（日语），梅丽莎法恩（英语）
